Codigo;Denominacion_Generica_ES;Denominacion_Generica_VAL;Denominacion_Especifica;Denominacion;Regimen;Tipo_Via;Direccion;Num;Codigo_postal;Localidad;Provincia;Telefono;Fax;COD_EDIFICACION;long;lat;Titularidad;CIF;Comarca
46006537;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MAESTRO JUAN BERNIA;CEIP MAESTRO JUAN BERNIA;Púb.;CL;SAN MIGUEL;S/N;46164;PEDRALBA;València;962718120;;1;-0.725723;39.607802;GENERALITAT VALENCIANA;Q9655716J;LA SERRANÍA
46006574;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;BALADRE;CEIP BALADRE;Púb.;CL;LA SENYERA;52;46210;PICANYA;València;962564840;;1;-0.430413;39.433358;GENERALITAT VALENCIANA;Q9655501F;L'HORTA SUD
46006598;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;SANT CRISTÒFOR MÀRTIR II;CENTRE PRIV. ED. INFANTIL SANT CRISTÒFOR MÀRTIR II;Priv. Conc.;CL;ERMITA;23;46220;PICASSENT;València;961230592;;1;-0.460141;39.362801;;;L'HORTA SUD
46006616;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SANT CRISTÒFOR MÀRTIR I;CENTRE PRIVAT SANT CRISTÒFOR MÀRTIR I;Priv. Conc.;PZ;ERMITA;1;46220;PICASSENT;València;961221200;961221201;1;-0.46237;39.363925;;;L'HORTA SUD
46006631;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SANT IGNASI DE LOIOLA;CEIP SANT IGNASI DE LOIOLA;Púb.;CM;DEVADILLO;S/N;46220;PICASSENT;València;961205820;;1;-0.465127;39.356509;GENERALITAT VALENCIANA;Q9655119G;L'HORTA SUD
46006641;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MARE DE DÉU DE VALLIVANA;CEIP MARE DE DÉU DE VALLIVANA;Púb.;CL;CARLOS ALBORS;18;46220;PICASSENT;València;961205760;;1;-0.461705;39.365053;GENERALITAT VALENCIANA;Q9655008B;L'HORTA SUD
46006653;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PRÍNCIPE DE ESPAÑA;CEIP PRÍNCIPE DE ESPAÑA;Púb.;AV;BLASCO IBÁÑEZ;6;46220;PICASSENT;València;961205010;;1;-0.455475;39.365218;GENERALITAT VALENCIANA;Q9655183C;L'HORTA SUD
46006665;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;AUSIÀS MARCH;CENTRE PRIVAT AUSIÀS MARCH;Priv.;CL;TANCAT DE L'ALTER;S/N;46220;PICASSENT;València;961230566;961234729;1;-0.485244;39.367342;;;L'HORTA SUD
46006677;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;LA NOSTRA ESCOLA COMARCAL;CENTRE PRIVAT LA NOSTRA ESCOLA COMARCAL;Priv. Conc.;PD;LES CANYADES (APT. 121);S/N;46220;PICASSENT;València;961231933;961242093;1;-0.4825;39.396667;;;L'HORTA SUD
46006689;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;JOSÉ PEDRÓS;CEIP JOSÉ PEDRÓS;Púb.;AV;JOSÉ PEDROS;35;46712;PILES;València;962826585;;1;-0.13418;38.940756;GENERALITAT VALENCIANA;Q9655184A;LA SAFOR
46006707;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;EUGENIO MARTÍ SANCHIS;CEIP EUGENIO MARTÍ SANCHIS;Púb.;CL;VICTORIA EUGENIA;S/N;46689;BENICULL DE XÚQUER;València;961622395;;1;-0.384709;39.18604;GENERALITAT VALENCIANA;Q9655187D;LA RIBERA BAIXA
46006719;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;L'ALCOCERA;CEIP L'ALCOCERA;Púb.;CL;ALBALAT;S/N;46688;POLINYÀ DE XÚQUER;València;962457285;;1;-0.371658;39.196426;GENERALITAT VALENCIANA;Q9655186F;LA RIBERA BAIXA
46006744;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CERVANTES;CEIP CERVANTES;Púb.;CL;INMACULADA;15;46139;LA POBLA DE FARNALS;València;962566910;;1;-0.328168;39.579907;GENERALITAT VALENCIANA;Q9655016E;L'HORTA NORD
46006756;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;RAMÓN ESTEVE;CEIP RAMÓN ESTEVE;Púb.;PZ;CONCÒRDIA;S/N;46840;LA POBLA DEL DUC;València;962249740;;1;-0.422335;38.904553;GENERALITAT VALENCIANA;Q9655015G;LA VALL D'ALBAIDA
46006768;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAN JOSÉ;CENTRE PRIVAT SAN JOSÉ;Priv. Conc.;CL;MARÍA ROCA;1;46185;LA POBLA DE VALLBONA;València;962760387;;1;-0.554089;39.590055;;;EL CAMP DE TÚRIA
46006771;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAN RAFAEL;CENTRE PRIVAT SAN RAFAEL;Priv. Conc.;CL;PIZARRO;9;46185;LA POBLA DE VALLBONA;València;962760105;961661702;1;-0.553864;39.594976;;;EL CAMP DE TÚRIA
46006793;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA;COLOR DE MONTE COLORADO;CENTRE PRIVAT COLOR DE MONTE COLORADO;Priv. Conc.;AV;PRINCIPAL. URB. MONTE COLORADO;;46185;LA POBLA DE VALLBONA;València;962760999;963521966;1;-0.558704;39.606416;;;EL CAMP DE TÚRIA
46006801;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LLUÍS VIVES;CEIP LLUÍS VIVES;Púb.;CL;ALONSO PELECHA;1;46185;LA POBLA DE VALLBONA;València;962718125;;1;-0.552943;39.589468;GENERALITAT VALENCIANA;Q9655644D;EL CAMP DE TÚRIA
46006811;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA;SANTA ANA;CENTRE PRIVAT SANTA ANA;Priv. Conc.;CL;MAJOR;10;46670;LA POBLA LLARGA;València;962970791;;1;-0.476097;39.085292;;;LA RIBERA ALTA
46006823;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;DOCTOR SANCHIS GUARNER;CEIP DOCTOR SANCHIS GUARNER;Púb.;CL;MUNTANYA;45;46670;LA POBLA LLARGA;València;962457290;;1;-0.472824;39.085279;GENERALITAT VALENCIANA;Q9655645A;LA RIBERA ALTA
46006835;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PARE JOFRÉ;CEIP PARE JOFRÉ;Púb.;CL;GUERRERO I MENDOZA;11;46540;EL PUIG DE SANTA MARIA;València;961205765;;1;-0.301088;39.591256;GENERALITAT VALENCIANA;Q9655136A;L'HORTA NORD
46006872;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;ALFINACH;CENTRE PRIVAT ALFINACH;Priv.;CM;MAGRANERS;S/N;46530;PUÇOL;València;961420892;961465169;1;-0.329209;39.623388;;;L'HORTA NORD
46006884;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;BISBE HERVÀS;CEIP BISBE HERVÀS;Púb.;CL;NICOLÁS FACTOR;2;46530;PUÇOL;València;961205595;;1;-0.298948;39.618673;GENERALITAT VALENCIANA;Q9655057I;L'HORTA NORD
46006896;COLEGIO DE EDUCACIÓN PRIMARIA;COL·LEGI D'EDUCACIÓ PRIMÀRIA;LUIS VIVES;CEP LUIS VIVES;Púb.;AV;ALFINACH;11;46530;PUÇOL;València;961205845;;1;-0.313609;39.616541;GENERALITAT VALENCIANA;Q9655049F;L'HORTA NORD
46006902;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LUIS VIVES;CEIP LUIS VIVES;Púb.;CL;CANALEJAS;S/N;46824;QUESA;València;962249005;;1;-0.74073;39.120451;GENERALITAT VALENCIANA;Q9655200E;LA CANAL DE NAVARRÉS
46006938;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VERGE DEL MIRACLE;CEIP VERGE DEL MIRACLE;Púb.;CL;CALVARI;S/N;46138;RAFELBUNYOL;València;961205770;;1;-0.337502;39.59046;GENERALITAT VALENCIANA;Q9655201C;L'HORTA NORD
46006951;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;AUSIÀS MARCH;CEIP AUSIÀS MARCH;Púb.;CL;CAMÍ XÀTIVA;33;46716;RAFELCOFER;València;962826590;;1;-0.168657;38.931522;GENERALITAT VALENCIANA;Q9655125D;LA SAFOR
46006975;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VICENTE BLASCO IBÁÑEZ;CEIP VICENTE BLASCO IBÁÑEZ;Púb.;PS;DE L'ALBEREDA;S/N;46666;RAFELGUARAF;València;962457590;;1;-0.452171;39.050846;GENERALITAT VALENCIANA;Q9655062I;LA RIBERA ALTA
46006999;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;LAS COLINAS;CENTRE PRIVAT LAS COLINAS;Priv.;TR;D'ALBAIDA;34;46727;EL REAL DE GANDIA;València;962869891;962869891;1;-0.195951;38.949664;;;LA SAFOR
46007013;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;BEATO CARMELO;CEIP BEATO CARMELO;Púb.;CL;GERMANIES;84;46727;EL REAL DE GANDIA;València;962826675;;1;-0.188066;38.948596;GENERALITAT VALENCIANA;Q9655203I;LA SAFOR
46007025;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SANT PERE APÒSTOL;CEIP SANT PERE APÒSTOL;Púb.;CL;JAUME I;15;46194;REAL;València;962980090;;1;-0.609599;39.334202;GENERALITAT VALENCIANA;Q9655204G;LA RIBERA ALTA
46007153;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SERRANO CLAVERO;CEIP SERRANO CLAVERO;Púb.;AV;GENERAL PEREIRA;50;46340;REQUENA;València;962339010;;1;-1.105889;39.489962;GENERALITAT VALENCIANA;Q9655210D;LA PLANA DE UTIEL-REQUENA
46007165;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ALFONSO X EL SABIO;CEIP ALFONSO X EL SABIO;Púb.;CL;MAESTRO ALONSO;1;46340;REQUENA;València;962339005;;1;-1.101165;39.488907;GENERALITAT VALENCIANA;Q9655205D;LA PLANA DE UTIEL-REQUENA
46007177;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LUCIO GIL FAGOAGA;CEIP LUCIO GIL FAGOAGA;Púb.;CL;JAIME DE JUAN;S/N;46340;REQUENA;València;962339000;;1;-1.108947;39.487491;GENERALITAT VALENCIANA;Q9655003C;LA PLANA DE UTIEL-REQUENA
46007189;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;OLEANA;IES OLEANA;Púb.;AV;ALFONSO X EL SABIO;S/N;46340;REQUENA;València;962339140;;1;-1.094553;39.492069;GENERALITAT VALENCIANA;Q9655208H;LA PLANA DE UTIEL-REQUENA
46007190;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;NÚMERO 1;IES NÚMERO 1;Púb.;PZ;JUAN GRANDÍA;1;46340;REQUENA;València;962339145;;1;-1.107806;39.487789;GENERALITAT VALENCIANA;Q9655207J;LA PLANA DE UTIEL-REQUENA
46007219;ESCUELA DE VITICULTURA Y ENOLOGÍA;ESCOLA DE VITICULTURA I ENOLOGIA;FÉLIX JIMÉNEZ;ESCUELA DE VITICULTURA Y ENOLOGIA FÉLIX JIMÉNEZ;Púb.;PZ;PASCUAL CARRIÓN;5;46340;REQUENA;València;962301475;962301475;1;-1.099831;39.490617;DIPUTACIÓ PROVINCIAL DE VALENCIA;;LA PLANA DE UTIEL-REQUENA
46007244;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MANUEL GARCÍA IZQUIERDO;CEIP MANUEL GARCÍA IZQUIERDO;Púb.;PZ;ESCUELAS;S/N;46390;REQUENA - SAN ANTONIO;València;962339015;;1;-1.151755;39.519647;GENERALITAT VALENCIANA;Q9655294H;LA PLANA DE UTIEL-REQUENA
46007268;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;MARÍA DE ICÍAR;CENTRE PRIVAT MARÍA DE ICÍAR;Priv.;PD;DE VALENCIA LA VELLA;;46190;RIBA-ROJA DE TÚRIA;València;650956113;962770562;1;-0.538636;39.530807;;;EL CAMP DE TÚRIA
46007271;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;ASUNCIÓN DE NUESTRA SEÑORA;CENTRE PRIVAT ASUNCIÓN DE NUESTRA SEÑORA;Priv. Conc.;CL;PRIMER DE MAIG;72;46190;RIBA-ROJA DE TÚRIA;València;962770660;961653537;1;-0.566745;39.542598;;;EL CAMP DE TÚRIA
46007281;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CERVANTES;CEIP CERVANTES;Púb.;CL;DOCTOR FLEMING;2;46190;RIBA-ROJA DE TÚRIA;València;962718130;;1;-0.573016;39.543252;GENERALITAT VALENCIANA;Q9655219E;EL CAMP DE TÚRIA
46007293;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA;ENTRENARANJOS;CENTRE PRIVAT ENTRENARANJOS;Priv.;UR;ENTRE NARANJOS, CL 105, NÚMERO 32;;46190;RIBA-ROJA DE TÚRIA;València;962743407;962750470;1;-0.53705;39.550002;;;EL CAMP DE TÚRIA
46007311;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MIGUEL HERNÁNDEZ;CEIP MIGUEL HERNÁNDEZ;Púb.;CL;ANTONIO MACHADO;1;46417;RIOLA;València;961719140;;1;-0.336199;39.197607;GENERALITAT VALENCIANA;Q9655223G;LA RIBERA BAIXA
46007372;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN SEBASTIÁN;CEIP SAN SEBASTIÁN;Púb.;CL;MAYOR;17;46111;ROCAFORT;València;962564100;;1;-0.40953;39.52748;GENERALITAT VALENCIANA;Q9655224E;L'HORTA NORD
46007451;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;MARÍA INMACULADA;CENTRE PRIVAT MARÍA INMACULADA;Priv. Conc.;CL;VIRGEN DE LOS DOLORES;38;46520;SAGUNT - EL PUERTO SAGUNTO;València;962670487;962698110;1;-0.221899;39.662108;;;EL CAMP DE MORVEDRE
46007487;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;NUESTRA SEÑORA DE BEGOÑA;CEIP NUESTRA SEÑORA DE BEGOÑA;Púb.;CL;PROGRESO;32;46520;SAGUNT - EL PUERTO SAGUNTO;València;962617305;;1;-0.217152;39.660644;GENERALITAT VALENCIANA;Q9655308F;EL CAMP DE MORVEDRE
46007499;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAN PEDRO APÓSTOL;CENTRE PRIVAT SAN PEDRO APÓSTOL;Priv. Conc.;CL;ALMUDAFER;9;46520;SAGUNT - EL PUERTO SAGUNTO;València;962679556;962678048;1;-0.226432;39.660512;;;EL CAMP DE MORVEDRE
46007517;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CERVANTES;CEIP CERVANTES;Púb.;AV;9 DE OCTUBRE;15;46520;SAGUNT - EL PUERTO SAGUNTO;València;962617310;;1;-0.2248;39.6605;GENERALITAT VALENCIANA;Q9655302I;EL CAMP DE MORVEDRE
46007529;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MAESTRO TARAZONA;CEIP MAESTRO TARAZONA;Púb.;CL;PAPA ALEJANDRO VI;S/N;46520;SAGUNT - EL PUERTO SAGUNTO;València;962617315;;1;-0.234532;39.669431;GENERALITAT VALENCIANA;Q4668010D;EL CAMP DE MORVEDRE
46007542;CENTRO INTEGRADO PÚBLICO DE FORMACIÓN PROFESIONAL;CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL;EDUARDO MERELLO;CIPFP EDUARDO MERELLO;Púb.;CL;PERIODISTA AZZATI;S/N;46520;SAGUNT - EL PUERTO SAGUNTO;València;962617725;;1;-0.228135;39.664905;GENERALITAT VALENCIANA;Q9655304E;EL CAMP DE MORVEDRE
46007554;CENTRO INTEGRADO PÚBLICO DE FORMACIÓN PROFESIONAL;CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL;LA LABORAL;CIPFP LA LABORAL;Púb.;CL;ABOGADO FAUSTO CARUANA;S/N;46520;SAGUNT - EL PUERTO SAGUNTO;València;962617730;;1;-0.250658;39.673469;GENERALITAT VALENCIANA;Q9655305B;EL CAMP DE MORVEDRE
46007581;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;BALADRE;CEIP BALADRE;Púb.;CL;JUAN MARTORELL;2;46520;SAGUNT - EL PUERTO SAGUNTO;València;962617320;;1;-0.241882;39.672;GENERALITAT VALENCIANA;Q9655301A;EL CAMP DE MORVEDRE
46007633;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAN VICENTE FERRER;CENTRE PRIVAT SAN VICENTE FERRER;Priv. Conc.;CM;VIEJO DE TERUEL;S/N;46500;SAGUNT;València;962660153;962651528;1;-0.299874;39.693498;;;EL CAMP DE MORVEDRE
46007669;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CRONISTA CHABRET;CEIP CRONISTA CHABRET;Púb.;PZ;CRONISTA CHABRET;10;46500;SAGUNT;València;962617325;;1;-0.277662;39.681475;GENERALITAT VALENCIANA;Q9655296C;EL CAMP DE MORVEDRE
46007670;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;JOSÉ ROMEU;CEIP JOSÉ ROMEU;Púb.;CL;ALORCO;42;46500;SAGUNT;València;962617330;;1;-0.271975;39.680245;GENERALITAT VALENCIANA;Q9655300C;EL CAMP DE MORVEDRE
46007700;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MONTÍBER;CEIP MONTÍBER;Púb.;CL;BOTÀNIC CAVANILLES;S/N;46500;SAGUNT;València;962617335;;1;-0.27601;39.683989;GENERALITAT VALENCIANA;Q9655048H;EL CAMP DE MORVEDRE
46007724;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;ADVENTISTA;CENTRE PRIVAT ADVENTISTA;Priv. Conc.;CR;DE PETRÉS;S/N;46500;SAGUNT;València;962655757;962650166;1;-0.282254;39.70235;;;EL CAMP DE MORVEDRE
46007736;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;CLOT DEL MORO;IES CLOT DEL MORO;Púb.;PD;CLOT DEL MORO;S/N;46500;SAGUNT;València;962617735;;1;-0.290601;39.675864;GENERALITAT VALENCIANA;Q9655298I;EL CAMP DE MORVEDRE
46007748;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;CAMP DE MORVEDRE;IES CAMP DE MORVEDRE;Púb.;CL;ABOGADO FAUSTO CARUANA;S/N;46520;SAGUNT - EL PUERTO SAGUNTO;València;962617720;;1;-0.246581;39.671405;GENERALITAT VALENCIANA;Q9655297A;EL CAMP DE MORVEDRE
46007761;CENTRO DE EDUCACIÓN ESPECIAL;CENTRE D'EDUCACIÓ ESPECIAL;ALBANTA SAGUNT;CEE PÚB. ALBANTA SAGUNT;Púb.;CL;CERRO SAN CRISTOBAL;S/N;46500;SAGUNT;València;962617340;;1;-0.286031;39.688534;GENERALITAT VALENCIANA;Q9655029H;EL CAMP DE MORVEDRE
46007803;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SEDAVÍ;CENTRE PRIVAT SEDAVÍ;Priv. Conc.;CL;ISAAC PERAL;40;46910;SEDAVÍ;València;963755423;963755423;1;-0.387735;39.427206;;;L'HORTA SUD
46007815;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;FERNANDO BAIXAULI CHORNET;CEIP FERNANDO BAIXAULI CHORNET;Púb.;CL;CAPITÁN CORTÉS;2;46910;SEDAVÍ;València;961205300;;1;-0.388244;39.426149;GENERALITAT VALENCIANA;Q9655316I;L'HORTA SUD
46007827;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN CLEMENTE;CEIP SAN CLEMENTE;Púb.;CL;VALENCIA;20;46910;SEDAVÍ;València;961205050;;1;-0.383454;39.423539;GENERALITAT VALENCIANA;Q9655047J;L'HORTA SUD
46007852;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;9 D'OCTUBRE;CEIP 9 D'OCTUBRE;Púb.;CL;RIU ALBAIDA;S/N;46669;SENYERA;València;962458020;;1;-0.513068;39.063769;GENERALITAT VALENCIANA;Q9655319C;LA RIBERA ALTA
46007864;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SANT JOSEP;CEIP SANT JOSEP;Púb.;TR;SANT FRANCESC;1;46118;SERRA;València;961606965;;1;-0.428984;39.683709;GENERALITAT VALENCIANA;Q9655320A;EL CAMP DE TÚRIA
46007876;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VICENTE ALEIXANDRE;CEIP VICENTE ALEIXANDRE;Púb.;CL;V.SANCHEZ Y T.BALAGUER;2;46392;SIETE AGUAS;València;962339020;;1;-0.915706;39.47239;GENERALITAT VALENCIANA;Q9655321I;LA HOYA DE BUÑOL
46007888;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAGRADA FAMILIA;CENTRE PRIVAT SAGRADA FAMILIA;Priv. Conc.;CL;DE LES RIBERES;6;46460;SILLA;València;961200210;961200210;1;-0.415181;39.364843;;;L'HORTA SUD
46007931;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VERGE DELS DESEMPARATS;CEIP VERGE DELS DESEMPARATS;Púb.;CL;DELS FORNS;1;46460;SILLA;València;962566190;;1;-0.411912;39.364978;GENERALITAT VALENCIANA;Q9655325J;L'HORTA SUD
46007943;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;MANUEL SANCHIS GUARNER;IES MANUEL SANCHIS GUARNER;Púb.;CL;CID CAMPEADOR;2;46460;SILLA;València;961206160;;1;-0.412628;39.36493;GENERALITAT VALENCIANA;Q9655322G;L'HORTA SUD
46007955;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;ENRIC VALOR;IES ENRIC VALOR;Púb.;CL;AUSIÀS MARCH;S/N;46460;SILLA;València;961206165;;1;-0.413189;39.356766;GENERALITAT VALENCIANA;Q9655323E;L'HORTA SUD
