the_geom,codigo,dgenerica,despecific,regimen,tipocalle,direccion,numero,codpostal,localidad,provincia,telefono,fax,cp,codigoine,cartodb_id,created_at,updated_at
0101000020E610000083FFCCDF4603A0BFFB2257A0CCFD4340,12003641,CENTRE PÚBLIC DE FORMACIÓ DE,JOSEP PASQUAL I TIRADO,false,CL,GERMANS BOU,26,12003,CASTELLÓ DE LA PLANA,Castelló,964229364,964229364,12003,12040,2369,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E610000000E739E0C2F3DABF4370B77FC0C14340,46016518,COL·LEGI D'EDUCACIÓ INFANTIL,FERNANDO DE LOS RÍOS,false,PZ,PALLETER,S/N,46100,BURJASSOT,València,962566110,962566111,46100,46078,2809,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000B2550A00DC2CD6BF021BD7BFEBC34340,46029045,C. DOCENT PÚB. DE FORMACIÓ B,MUNICIPAL DE MELIANA,false,CL,MARÍA MANGLANO,2,46133,MELIANA,València,961490065,,46133,46166,3138,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E61000001B061B209622CDBFB1182B20A3414340,03009051,INSTITUT D'EDUCACIÓ SECUNDÀR,LA MALLADETA,false,CL,DIPUTADA ÁNGELA LLINARES,1,3570,VILA JOIOSA (LA),Alacant,965890650,966851154,03570,3139,713,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E610000015775BA0DFA2C5BFB0732E200F774340,46028511,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL ELS MENUTS,false,CL,9 D'OCTUBRE,23,46716,RAFELCOFER,València,962800859,,46716,46208,2794,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000C2EF26008673B93FDD855220586A4340,03004223,INSTITUT D'EDUCACIÓ SECUNDÀR,HISTORIADOR CHABÀS,false,CL,MANUEL VALLALTA,3,3700,DÉNIA,Alacant,965781286,965781662,03700,3063,769,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E6100000BEC7F6E0094BC4BFA73A3F202B674340,03008733,COL·LEGI D'EDUCACIÓ INFANTIL,EL PUIG,false,AV,LA MARINA ALTA,S/N,3789,VALL D'EBO (LA),Alacant,965572944,,03789,3135,564,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000002C8EFF3FA418EDBFF9CF9A1F7F0E4340,03017102,C. DOCEN. PÚB. DE FORMACIÓN,MUNICIPAL DE REDOVÁN,false,AV,DE LA LIBERTAD,S/N,3370,REDOVÁN,Alacant,966754025,,03370,3111,2667,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E6100000866A40409BD5E6BF5114F93FD1214340,03011665,COL·LEGI D'EDUCACIÓ INFANTIL,RAMON LLULL,false,AV,DE LA LLIBERTAT,S/N,3205,ELX,Alacant,966915365,966915366,03205,3065,247,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000004AC1F49F30B6E8BFBB6367C00F124340,03004341,COLEGIO DE EDUCACIÓN INFANTIL,CARDENAL BELLUGA,false,CL,RAMÓN Y CAJAL,1,3150,DOLORES,Alacant,965290190,965290191,03150,3064,311,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000051AA14A0457DEBBF6F1E4E603A504340,03009181,COLEGIO DE EDUCACIÓN INFANTIL,RUPERTO CHAPÍ,false,CL,CLARA CAMPOAMOR,30,3400,VILLENA,Alacant,965800345,965817228,03400,3140,766,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000194EAD7F5627D7BF40FADCBF68C04340,46027620,C. DOCENT PÚB. DE FORMACIÓ B,MUNICIPAL DE TAVERNES BLANQUES,false,PC,REI EN JAUME,S/N,46016,TAVERNES BLANQUES,València,961861286,961860405,46016,46237,2434,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E610000073F66D3F1B64C8BF990F19A07E794340,46024977,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL REAL DE GANDIA,false,AV,GERMANIES,S/N,46727,REAL DE GANDÍA,València,962875195,962876824,46727,46211,680,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000FDDD59C0A65CD93F1BCF6740BD2E4440,12005520,INSTITUT D'EDUCACIÓ SECUNDÀR,ALFRED AYZA,false,CL,TRAMONTANA,5,12598,PENÍSCOLA,Castelló,964405625,964405626,12598,12089,2317,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E610000000FDE9FF4F37E6BF6D90A4FF40224340,03004612,COL·LEGI D'EDUCACIÓ INFANTIL,FERRÁNDEZ CRUZ,false,CL,ALPUJARRA,S/N,3202,ELX,Alacant,966915430,966915431,03202,3065,1155,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000534FE61F7D13E7BF4456236019234340,03015658,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL DON CRISPÍN,false,CL,SAX,9,3205,ELX,Alacant,965446205,,03205,3065,663,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000027232E008D92F4BFD9BCBBDFB2074440,46019155,CENTRO PÚBLICO DE FORMACIÓN,JAIME I,false,CL,SOLANO,1,46140,ADEMUZ,València,978782470,978782470,46140,46001,1643,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,F
0101000020E610000020510DA084AEF0BFB8D8FEDF22334340,03007765,COL·LEGI D'EDUCACIÓ INFANTIL,SAN ANTÓN,false,CL,GLORIETA DE SAN ANTONIO,S/N,3650,PINÓS (EL),Alacant,965477049,966966007,03650,3105,115,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000022E08400E869D8BFDC730580CFBD4340,46013220,ESCOLA OFICIAL D'IDIOMES,,false,CL,LLANO DE ZAIDÍA,19,46009,VALENCIA,València,963405022,963492547,46009,46250,208,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,I
0101000020E6100000057DF35F4337EBBF81B9CC9F25384340,03006487,COL·LEGI D'EDUCACIÓ INFANTIL,AZORÍN,false,AV,DE LA ENSEÑANZA,2,3640,MONÒVER,Alacant,965471068,966966609,03640,3089,322,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000744F00C00F79D6BF4B42D8DFC8C44340,46019799,COL·LEGI D'EDUCACIÓ INFANTIL,REI EN JAUME,false,CL,ALACANT,S/N,46134,FOIOS,València,961205030,961205031,46134,46126,1508,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000044C4EBFFBED4E0BF1043BCBF8B084440,12005571,SECCIÓN DE EDUCACIÓN SECUNDA,MONTANEJOS DEL I.E.S. NTRA.SRA,false,CR,VALENCIA,54,12448,MONTANEJOS,Castelló,964336325,964336326,12448,12079,2320,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E61000009051C64107B2BABF1435F33F544F4440,12001897,COL·LEGI D'EDUCACIÓ INFANTIL,MARE DE DÉU DE LA VALLIVANA,false,PS,JAUME I,1,12300,MORELLA,Castelló,964336210,964336211,12300,12080,1035,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000E10BDC7F397AB8BFD463B6BF0EF84340,12002889,INSTITUT D'EDUCACIÓ SECUNDÀR,FRANCESC TÀRREGA,false,CL,AUSIÀS MARCH,13,12540,VILA-REAL,Castelló,964520695,964520695,12540,12135,1494,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E610000043EF2940E17ADCBFDDDD14A0B7784340,46028739,C. DOCENT PÚB. DE FORMACIÓ B,MUNICIPAL DE BENIGÁNIM,false,CL,MONCADA,14-2,46830,BENIGÀNIM,València,962215986,962215986,46830,46062,2829,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E61000009AA7260080D5D5BFF4503640C4BA4340,46018552,INSTITUT D'EDUCACIÓ SECUNDÀR,BALEARES,false,AV,BALEARES,66,46023,VALENCIA,València,963304091,963307122,46023,46250,2563,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E6100000E1CAED1F8A90CEBFD3F9A69F26E94340,12004904,CENTRE PÚBLIC DE FORMACIÓ DE,JORDI DE SANT JORDI,false,PG,LA MOLETA,S/N,12600,VALL D'UIXÓ (LA),Castelló,964696289,964696557,12600,12126,1544,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E610000067E8746006F1DFBF111A1C80682D4340,03001490,COL·LEGI D'EDUCACIÓ INFANTIL,SAN FERNANDO,false,CL,CIUDAD REAL,33,3005,ALACANT,Alacant,965936360,965936361,03005,3014,1039,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000003E6F20E0ED7AE0BF9CF24300CB7E4340,46004760,CENTRE INTEGRAT PÚBLIC DE FOR,LA COSTERA,false,CL,GONZALO VIÑES,1,46800,XÀTIVA,València,962273311,962281761,46800,46145,1170,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,F
0101000020E610000017EAC95FCE7AEBBF9993BCDF0D504340,03009786,INSTITUTO DE EDUCACIÓN SECUND,ANTONIO NAVARRO SANTAFÉ,false,LG,SAN BENITO,S/N,3400,VILLENA,Alacant,965802471,965802489,03400,3140,1751,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E6100000D38CD77F471BE6BF3CB665C059FF4240,03017977,COLEGIO DE EDUCACIÓN INFANTIL,CIUDAD DE OVIEDO,false,AV,DE LOS NENÚFARES,S/N,3184,TORREVIEJA,Alacant,965707621,,03184,3133,2014,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000AFA12C6028EEE2BF0ECAA07F27D14340,46019295,CENTRE PÚBLIC DE FORMACIÓ DE,ALTS DEL MERCAT,false,CL,PLA DE L'ARC,S/N,46160,LLÍRIA,València,962798276,962798276,46160,46147,44,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E6100000383FE67FC938DABF5A4AA7BFA8B34340,46018199,CONSERVATORI PROFESSIONAL DE M,JOSÉ MANUEL IZQUIERDO,false,CL,JOSEP SERRA I CARSÍ,15,46470,CATARROJA,València,961263387,961274595,46470,46094,1474,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E61000004BBF2D20008DD9BFABBF2500FF784340,46027553,C. DOCENT PÚB. DE FORMACIÓ B,MUNICIPAL DE QUATRETONDA,false,CL,CRIST DE LA FE,88,46837,QUATRETONDA,València,962264206,962265803,46837,46104,2387,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E610000012EB24C088C4E7BFC500E4DFC2034340,03016791,C. DOCEN. PÚB. DE FORMACIÓN,MUNICIPAL DE LOS MONTESINOS,false,CL,FIDEL GÓMEZ,1,3187,MONTESINOS (LOS),Alacant,966721087,,03187,3903,2383,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E6100000C8483FDFEB6BC1BF3EF152A005464340,03010302,COL·LEGI D'EDUCACIÓ INFANTIL,BAUTISTA LLEDÓ,false,CL,CAPITÁN CORTÉS,12,3502,BENIDORM,Alacant,966870695,966870696,03502,3031,1113,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000B05D2800C93BE2BF29F40BC050F94340,12006664,C. DOCEN. PÚB. DE FORMACIÓN,MUNICIPAL DE CAUDIEL,false,CL,SOLEDAD,1,12440,CAUDIEL,Castelló,964144049,,12440,12043,2629,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E61000006A2FD7DF6800E0BFE92E9ADF7A454340,03006256,INSTITUT D'EDUCACIÓ SECUNDÀR,,false,CL,MÉDICO MANUEL GALIANA,3,3100,XIXONA,Alacant,965611152,965611152,03100,3083,890,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E61000002B72B080075BC43F36B5222015654340,03011100,CONSERVATORI PROFESSIONAL DE M,,false,CM,CANONS,22,3730,XÀBIA,Alacant,965796036,966462549,03730,3082,1012,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E610000094372240CFF4E6BF1841BEDFC3234340,03013625,ESCOLA INFANTIL DE PRIMER CICL,AITANA,false,CL,ALMANSA (POLÍGONO DE CARRÚS),S/N,3206,ELX,Alacant,965441305,,03206,3065,111,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000734FD53FB324DABFDBA227C00BAF4340,46015678,COL·LEGI D'EDUCACIÓ INFANTIL,REIS CATÒLICS,false,CL,ECHEGARAY,1,46460,SILLA,València,961205040,961205041,46460,46230,206,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000007FFCC4C0FC4E933F5800AEBF80FD4340,12001241,CENTRE INTEGRAT PÚBLIC DE FOR,COSTA DE AZAHAR,false,AV,FERRANDIS SALVADOR,6,12100,CASTELLÓ DE LA PLANA GRAU DE,Castelló,964280420,964280505,12100,12040,562,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,F
0101000020E61000002416E95F4153E9BF13BCD7FFEF3D4340,03012074,COLEGIO DE EDUCACIÓN INFANTIL,VIRGEN DE LA SALUD,false,CL,EL CARMELO,21,3600,ELDA,Alacant,965395395,965395395,03600,3066,237,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000F53869A04D9CA4BF7C31A53F45FF4340,12000844,COL·LEGI D'EDUCACIÓ INFANTIL,SERRANO SUÑER,false,CL,MESTRE CABALLERO,33,12004,CASTELLÓ DE LA PLANA,Castelló,964739580,964739581,12004,12040,1846,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000A0938780A1B9D5BF0138AC5F9FC94340,46022233,INSTITUT D'EDUCACIÓ SECUNDÀR,,false,AV,DE NÁQUERA,25,46130,MASSAMAGRELL,València,961440411,961440559,46130,46164,2617,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E61000009AA4E57F73B8E0BF8EBB52E0AE324340,03013777,CONSERVATORI ELEMENTAL DE DANS,,false,CL,BALMES,S/N,3690,SANT VICENT DEL RASPEIG,Alacant,965662566,965662566,03690,3122,360,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E610000014646B80497FD6BF65C1C41F45BD4340,46018333,COL·LEGI D'EDUCACIÓ INFANTIL,FEDERICO GARCÍA LORCA,false,CL,CLARIANO,S/N,46021,VALENCIA,València,962566260,962566261,46021,46250,1297,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000A0BB2E40FE99DBBF0D6954E064BB4340,46019234,CENTRE PÚBLIC DE FORMACIÓ DE,ENRIC VALOR,false,CL,ART MAJOR DE LA SEDA,30,46950,XIRIVELLA,València,963599262,963599262,46950,46110,2904,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E6100000F3037F41D026BFBFDF7FD01F3F764340,46029057,C. DOCENT PÚB. DE FORMACIÓ B,MUNICIPAL JOANOT MARTORELL,false,PS,JAUME I,6,46780,OLIVA,València,962850250,,46780,46181,2874,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E6100000E4C008A06C58BFBF1E6EE23F38764340,46005867,COL·LEGI D'EDUCACIÓ INFANTIL,VERGE DELS DESEMPARATS,false,CL,ALCALDE LLORCA,S/N,46780,OLIVA,València,962839359,962839359,46780,46181,906,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000A541E31F3CBEE3BF1C3636E098AB4340,46005752,COL·LEGI D'EDUCACIÓ INFANTIL,MONTROI,false,CL,CREU ROJA,S/N,46193,MONTROY,València,962556210,,46193,46176,945,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000AB16EFFF9716D5BF478ECFBFB8CA4340,46022452,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL NA TUTU,false,CL,GERMANELLS,S/N,46138,RAFELBUNYOL,València,961412294,961410667,46138,46207,981,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000005ABFECE0589EF1BFCE1F3FC0FFBE4340,46019350,CONSERVATORIO PROFESIONAL DE M,MARIANO PÉREZ SÁNCHEZ,false,CL,DOCTOR FLEMING,6,46340,REQUENA,València,962302204,962302321,46340,46213,1731,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E61000007FFC02001B9EDFBF88F5FC1F162E4340,03001544,COL·LEGI D'EDUCACIÓ INFANTIL,AUSIÀS MARCH,false,CL,CERES,S/N,3009,ALACANT,Alacant,965919030,965919031,03009,3014,668,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000001D095CA0A23FD5BFCD39D3DFA6924340,46004954,COL·LEGI D'EDUCACIÓ INFANTIL,SANT BLAI,false,CL,BARRANC DEL POBLE,S/N,46613,LLAURÍ,València,962560329,962560329,46613,46155,1277,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000BEC2ECDFA19AE6BF0485E6DFD3224340,03004685,COL·LEGI D'EDUCACIÓ INFANTIL,FRANCISCO GINER DE LOS RÍOS,false,PZ,BARCELONA,7,3206,ELX,Alacant,966915265,966915266,03206,3065,1752,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000BDB1EEBF9874E0BFDB35D71F176B4340,46032743,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL LA VILA,false,CL,DEL 12 D'OCTUBRE,3,46860,ALBAIDA,València,,,46860,46006,3310,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000B7BEE93F66F5ECBF14FA0560A80A4340,03007108,COLEGIO DE EDUCACIÓN INFANTIL,NUESTRA SEÑORA DE MONSERRATE,false,CL,PORTUGAL,8,3310,ORIHUELA MOLINS,Alacant,965302275,,03322,3099,124,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000F551EE7FBEF4A6BF1072DEFFC7FE4340,12004242,COL·LEGI D'EDUCACIÓ INFANTIL,GAETA HUGUET,false,AV,DE BARCELONA,6,12004,CASTELLÓ DE LA PLANA,Castelló,964739310,964739311,12004,12040,561,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000012C0E67F669EE9BF8E604FE0423E4340,03005434,COLEGIO DE EDUCACIÓN INFANTIL,EL SERÁFICO,false,CL,AGUILAS,1,3600,ELDA,Alacant,965387646,965394285,03600,3066,1121,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000BAFACF9FD818E2BF769DB23FF5884340,46002741,COL·LEGI D'EDUCACIÓ INFANTIL,PARE GUMILLA,false,CL,CASTO MONTBLANCH,19,46294,CÀRCER,València,962457580,962457581,46294,46084,1272,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000079693400EECED3BFEBD396DF0ECF4340,46015356,ESCOLA INFANTIL,LA MILOTXA,false,CL,RAFELBUNYOL,2,46530,PUÇOL,València,961205210,961205211,46530,46205,1179,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000007AF7B0DF5F59D8BFC8E0CDBF02BE4340,46012392,COL·LEGI D'EDUCACIÓ INFANTIL,DOCTOR OLÓRIZ,false,CL,DOCTOR OLÓRIZ,28,46009,VALENCIA,València,962565240,962565241,46009,46250,415,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000003168929F27BADFBFD98D999F76584340,03012165,CENTRE INTEGRAT PÚBLIC DE FOR,BATOI,false,CL,LA SERRETA,5,3802,ALCOI,Alacant,965331686,965332048,03802,3009,1044,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,F
0101000020E61000008623D0DFD231DBBF1644FF5FD0934340,46027221,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL LLEPOLIES,false,CL,MASSALAVÉS,S/N,46600,ALZIRA,València,962411216,,46600,46017,2346,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000E93515605A7FD5BFE30A39002CB64340,46015058,COL·LEGI D'EDUCACIÓ INFANTIL,PINEDO,false,TR,PINEDO AL MAR,75,46012,VALENCIA PINEDO,València,962566450,962566451,46012,46250,1861,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000061DDA03F3272DDBF43B467E091BB4340,46019775,ESCOLA INFANTIL DE PRIMER CICL,LA FONT DE LA ROSA,false,CL,COLADORS,12,46960,ALDAIA,València,961205190,961205190,46960,46021,220,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000AAC6F47F6C84EEBF10493EC0A40B4340,03011070,INSTITUTO DE EDUCACIÓN SECUND,LAS ESPEÑETAS,false,CL,LOS RUISES,2,3300,ORIHUELA,Alacant,966743517,965304858,03300,3099,1010,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E610000049B74680AA7CD6BFD0459E7F16BC4340,46015782,COL·LEGI D'EDUCACIÓ INFANTIL,ANGELINA CARNICER,false,CL,PUEBLA DE FARNALS,30,46021,VALENCIA,València,962565270,962565271,46021,46250,1464,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000BB8BE3FF0FE9D7BF18E6BADF57B74340,46012689,COL·LEGI D'EDUCACIÓ INFANTIL,FORN D'ALCEDO,false,CM,ALABAU,30,46026,VALENCIA HORNO DE ALCEDO,València,962566430,962566431,46026,46250,2431,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000F4761680F068DBBFA7CDEE7F36944340,46021927,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL INFANTS,false,CL,TRAFALGAR,67,46600,ALZIRA,València,962404750,962416833,46600,46017,1016,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000BE56EBBF2C5FD1BFF730202004DD4340,46023079,COL·LEGI D'EDUCACIÓ INFANTIL,L'ERMITA,false,CL,VIRGEN DEL BUEN SUCESO,92,46511,BENIFAIRÓ DE LES VALLS,València,962617380,962617381,46511,46058,2071,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000004493AC3F99F1DBBF75A0F3BF01A84340,46020078,SECCIÓ D'EDUCACIÓ SECUNDÀRI,NÚMERO 1,false,CR,"NACIONAL 340, KM. 225",,46220,PICASSENT,València,961242927,961242927,46220,46194,166,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E61000000A5A48C0E8F2D4BFEC11C53FC7BB4340,46012604,COL·LEGI D'EDUCACIÓ INFANTIL,LES ARENES,false,CL,CASAS DE LANUZA,2-4,46011,VALENCIA,València,962566040,962566041,46011,46250,2430,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000032159C0046EC1BFE68F1FE0FF454340,03012761,COL·LEGI D'EDUCACIÓ INFANTIL,AITANA,false,CL,CAPITÁN CORTÉS,12,3502,BENIDORM,Alacant,966870790,966870791,03502,3031,1857,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000522409C0CB45B4BF85D7E4DF1D1D4440,12006160,COL·LEGI RURAL AGRUPAT,LA SERRA,false,AV,HERMANAS NÚÑEZ GASCÓ,S/N,12166,SIERRA ENGARCERÁN IBARSOS (EL,Castelló,964738835,964738836,12166,12105,2892,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E61000001D8BD77F90BA7D3FD8BFFC5FBFFC4340,12003559,COL·LEGI D'EDUCACIÓ INFANTIL,L'ILLA,false,GR,GRUP SANT PERE,S/N,12100,CASTELLÓ DE LA PLANA GRAU DE,Castelló,964739720,964739721,12100,12040,1218,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000088B48D3F51D9D0BF5B24480092DE4340,46003305,COL·LEGI D'EDUCACIÓ INFANTIL,SANTA ANA,false,CL,POLO BERNABÉ,29,46510,QUARTELL,València,962617290,962617291,46510,46103,2043,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000AC94E7BFDCEED4BF34CFB63FBCC54340,46000456,COL·LEGI D'EDUCACIÓ INFANTIL,TOMÁS ALBERT,false,CM,DE VALENCIA,30,46550,ALBUIXECH,València,961205545,961205546,46550,46014,1257,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000562ED77FF623E9BF77190F0066B64340,46002180,COLEGIO DE EDUCACIÓN INFANTIL,CERVANTES,false,CL,RAFAEL RIDAURA,3,46360,BUÑOL,València,962500663,962503602,46360,46077,746,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000E7E3FD5F451BE6BF32970AE01CFF4240,03011586,COLEGIO DE EDUCACIÓN INFANTIL,EL ACEQUIÓN,false,AV,DE LOS NENÚFARES,S/N,3184,TORREVIEJA,Alacant,965714604,965714604,03184,3133,176,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000006A6F4D406760C4BF6FE01F0082444340,03003000,COL·LEGI D'EDUCACIÓ INFANTIL,LA CALA,false,AV,DE LA MARINA BAIXA,9,3502,BENIDORM,Alacant,966870910,966870911,03502,3031,388,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000001327E09F9E13E2BFE74EB0FF3A894340,46023523,INSTITUT D'EDUCACIÓ SECUNDÀR,,false,AV,PROFESOR MANUEL BROSETA PONS,S/N,46294,CÀRCER,València,962977020,962976450,46294,46084,3000,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E61000000C15CA5FAD4CE2BFEBD396DF0E504340,03006050,COL·LEGI D'EDUCACIÓ INFANTIL,CERVANTES,false,CL,SAN JOSÉ (APT. 441),44,3440,IBI,Alacant,966527515,966527516,03440,3079,884,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000FD45F860179ACDBF0418963FDF414340,03013029,CENTRE PÚBLIC DE FORMACIÓ DE,BERNAT DE SARRIÀ,false,PD,TORRETA 43 (APT. 305),,3570,VILA JOIOSA (LA),Alacant,965894756,,03570,3139,598,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E6100000EB3D27800CE4DEBF7BA1366046984340,46022142,INSTITUT D'EDUCACIÓ SECUNDÀR,,false,CL,CARLET,S/N,46610,GUADASSUAR,València,962572122,962570600,46610,46139,2321,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E6100000DA283E803D6DE8BFAE642200930B4340,03002381,COLEGIO DE EDUCACIÓN INFANTIL,,false,AV,DE LOS LLANOS,6,3179,ALMORADÍ HEREDADES,Alacant,966781209,,03179,3015,3016,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
