the_geom,codigo,dgenerica,despecific,dabreviada,tipocalle,direccion,numero,codpostal,localidad,provincia,telefono,fax,latitud,longitud,cartodb_id,created_at,updated_at,nived,cp,regimen
0101000020E6100000825660C8EA56D3BF15C616821CD04340,46019532,CENTRE DOCENT PRIVAT ESTRANGER,CAXTON COLLEGE,CENTRE ESTRANGER CAXTON COLLEGE,CL,MAS DE LEÓN,9,46530,PUÇOL,València,961424500,961420930,39.62587,-0.30218,1742,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46530,false
0101000020E6100000FDDCD0949DFEE0BFDC9DB5DB2EC84340,46026871,ESCOLA PRIVADA DE MÚSICA,UNIÓ MUSICAL,ESCOLA PRIVADA DE MÚSICA UNIÓ MUSICAL,CL,BEGOÑA,1,46183,ELIANA (L'),València,961655555,961655555,39.56393,-0.531081,2255,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46183,false
0101000020E6100000101FD8F15F20D6BFD6390664AFC34340,46021976,ESCOLA PRIVADA DE MÚSICA,KODALY DE MELIANA,ESCOLA PRIVADA DE MÚSICA KODALY DE MELIANA,CL,SANT ANTONI,S/N,46133,MELIANA,València,961496135,,39.52879,-0.345726,523,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46133,false
0101000020E6100000F65D11FC6F25D7BF1AA88C7F9FBD4340,46018060,CENTRE AUTORITZAT ELEMENTAL DE MÚSICA,MARIBEL MARTÍN,CENTRE ELEMENTAL DE MÚSICA MARIBEL MARTÍN,CL,ALEMANIA,8-1,46010,VALENCIA,València,963693213,,39.48143,-0.36166,839,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46010,false
0101000020E6100000180AD80E466CE1BFC6A2E9EC64C84340,46003810,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",IALE,CENTRE PRIVAT IALE,CL,DOCTOR PESET,4,46183,ELIANA (L'),València,962740272,962744150,39.56558,-0.544467,1184,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,46183,false
0101000020E61000004A9BAA7B6473D7BFCC5D4BC807BD4340,46011077,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAGRADO CORAZÓN DE JESÚS -ESCLAVAS-,CENTRE PRIVAT SAGRADO CORAZÓN DE JESÚS -ESCLAVAS-,CL,MICER MASCÓ,1,46010,VALENCIA,València,963691100,963691104,39.4768,-0.366418,1387,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,46010,false
0101000020E6100000423866D993C0DEBF99D87C5C1B2E4340,3001222,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN JOSÉ DE CAROLINAS,CENTRE PRIVAT SAN JOSÉ DE CAROLINAS,CL,GARBINET,87,3012,ALACANT,Alacant,965252190,965252190,38.36021,-0.480504,1436,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03012,false
0101000020E61000003DD7F7E12021DFBFCB10C7BAB82D4340,3001143,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAGRADA FAMILIA,CENTRE PRIVAT SAGRADA FAMILIA,CL,FRANCISCO CARRATALÁ CERNUDA,13,3010,ALACANT,Alacant,965252875,965240562,38.3572,-0.486397,907,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03010,false
0101000020E61000009BAF928FDD85E5BF38F8C264AA504340,3016811,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL D'ONIL,CENTRE FPA MUNICIPAL D'ONIL,AV,DE LA CONSTITUCIÓN,21,3430,ONIL,Alacant,966544745,,38.6302,-0.672591,2486,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,G,03430,true
0101000020E6100000BB4049810530EBBF5B99F04BFD0C4340,3015634,INSTITUTO DE EDUCACIÓN SECUNDARIA,,IES DE RAFAL,CL,RAFAEL ALBERTI,S/N,3369,RAFAL,Alacant,966904755,966904756,38.10148,-0.849612,686,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,D,03369,true
0101000020E6100000DFC2BAF1EEC8D0BFFE60E0B9F7884340,46015681,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ALFÀNDEC,CEIP ALFÀNDEC,CL,MESTRE SANSALONI,3,46760,TAVERNES DE LA VALLDIGNA,València,962826615,962826616,39.07006,-0.262264,2771,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,AB,46760,true
0101000020E61000009DB81CAF40F4EBBFC39E76F86B524340,3009233,INSTITUTO DE EDUCACIÓN SECUNDARIA,HERMANOS AMORÓS,IES HERMANOS AMORÓS,BU,AMBROSIO COTES,22,3400,VILLENA,Alacant,965823080,965823081,38.64392,-0.873566,1311,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,D,03400,true
0101000020E61000000B410E4A9869DABF81785DBF60334340,3001003,CENTRE DOCENT PRIVAT ESTRANGER,LICEO FRANCÉS,CENTRE ESTRANGER LICEO FRANCÉS,AV,DE LA ALBUFERETA,42-44,3016,ALACANT,Alacant,965262508,965659938,38.40139,-0.412695,1768,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03016,false
0101000020E6100000541C075E2D77D8BF01309E4143BB4340,46024874,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,INUPEL II,CENTRE PRIVAT FP INUPEL II,CL,SAN VICENTE,144,46007,VALENCIA,València,963429092,963418559,39.46299,-0.382274,504,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,F,46007,false
0101000020E6100000D7A546E867EAC5BF1A170E8464754340,46020790,ESCOLA PRIVADA DE MÚSICA,CARRÒS,ESCOLA PRIVADA DE MÚSICA CARRÒS,AV,DE LA CONSTITUCIÓN,10,46717,FONT D'EN CARRÒS (LA),València,962833490,,38.91713,-0.171216,980,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46717,false
0101000020E61000008461C092AB58B0BFB7D100DE02F94340,12006007,ESCOLA PRIVADA DE MÚSICA,MESTRE AGUT MANRIQUE,ESCOLA PRIVADA DE MÚSICA MESTRE AGUT MANRIQUE,PZ,DE ESPAÑA,S/N,12550,ALMASSORA,Castelló,964563273,,39.9454,-0.063853,1927,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,12550,false
0101000020E61000007FF964C57075CCBFE23B31EBC5D44340,46031040,ESCOLA PRIVADA DE MÚSICA,W. A. MOZART,ESCOLA PRIVADA DE MÚSICA W. A. MOZART,CL,GÓMEZ FERRER,72,46520,SAGUNT PUERTO SAGUNTO (EL),València,630504015,,39.66229,-0.222334,2396,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46520,false
0101000020E610000059C0046EDDCDDABFC1ADBB79AA734340,46031982,ESCOLA PRIVADA DE MÚSICA,UNIÓ MUSICAL DE LA POBLA DEL DUC,ESCOLA PRIVADA DE MÚSICA DE LA UM DE LA POBLA DEL DUC,CL,ÓSCAR DURICH,34,46840,POBLA DEL DUC (LA),València,,,38.90364,-0.418815,3463,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46840,false
0101000020E610000014CFD90242EBDBBF98D36531B1BD4340,46025568,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,TOBALCAIDE,CENTRE PRIVAT FP TOBALCAIDE,CL,JESÚS MORANTE BORRÁS,14,46930,QUART DE POBLET,València,961522303,,39.48197,-0.436234,2749,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,F,46930,false
0101000020E6100000A2D288997D1EDDBF65C22FF5F32E4340,3014113,CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA,ÁNGEL DE LA GUARDA II,CENTRE PRIVAT ÁNGEL DE LA GUARDA II,CL,ANDALUCÍA,20,3016,ALACANT,Alacant,965261899,965261900,38.36682,-0.454986,1636,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,BD,03016,false
0101000020E6100000806264C91C4BE7BFB0AC342905314340,3017072,C. DOCEN. PÚB. DE FORMACIÓN BÁSICA DE PER. ADULTAS,MUNICIPAL DE MONFORTE DEL CID,CENTRO FPA MUNICIPAL DE MONFORTE DEL CID,AV,MIGUEL CANDELA ALBEROLA,S/N,3670,MONFORTE DEL CID,Alacant,659248178,,38.38297,-0.727919,2652,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,G,03670,true
0101000020E6100000E5B8533A587FE1BF71033E3F8C744340,46029008,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL FONT NOVA,CENTRE FPA MUNICIPAL FONT NOVA,CL,FONT NOVA,S/N,46850,OLLERIA (L'),València,962200900,962203031,38.91053,-0.546795,2868,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,G,46850,true
0101000020E6100000DCD781734694D6BFAB048BC3998B4340,46022695,CENTRE DOCENT PRIVAT ESTRANGER,BRITISH SCHOOL OF ALZIRA,CENTRE ESTRANGER BRITISH SCHOOL OF ALZIRA,CR,"D'ALZIRA-TAVERNES, KM. 12",,46792,ALZIRA,València,962589368,962975251,39.09063,-0.3528,2164,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46792,false
0101000020E6100000C6BE64E3C116D8BFD747A7AE7CBA4340,46017067,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,C.A.J.,CENTRE PRIVAT FP C.A.J.,CL,DOCTOR DOMAGK,1,46006,VALENCIA,València,963732199,963336486,39.45693,-0.376389,193,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,F,46006,false
0101000020E61000004969368FC360D8BF890CAB7823BB4340,46023055,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,INSTITUTO INTER,CENTRE PRIVAT FP INSTITUTO INTER,CL,DOCTOR GIL Y MORTE,17,46007,VALENCIA,València,963808764,963411452,39.46202,-0.380906,2021,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,F,46007,false
0101000020E6100000014D840D4FAFD7BF3EB324404D994340,46031091,ESCOLA PRIVADA DE MÚSICA,LA UNIÓ MUSICAL DE POLINYÀ DEL XÚQUER,ESCOLA PRIVADA DE MÚSICA LA UM DE POLINYÀ DEL XÚQUER,CL,SANT ANTONI,51,46688,POLINYÀ DE XÚQUER,València,962973660,,39.19767,-0.370075,2376,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46688,false
0101000020E6100000973AC8EBC124E2BFD5E76A2BF64F4340,3006128,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",NUESTRA SEÑORA DE LOS DESAMPARADOS,CENTRE PRIVAT NUESTRA SEÑORA DE LOS DESAMPARADOS,CL,MARÍA AUXILIADORA,4,3440,IBI,Alacant,965551350,965554514,38.6247,-0.566987,548,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03440,false
0101000020E61000002901310917F2DDBF52499D80262E4340,3001179,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAGRADOS CORAZONES,CENTRE PRIVAT SAGRADOS CORAZONES,CM,CRUZ DE PIEDRA,21,3013,ALACANT,Alacant,965261728,965261728,38.36055,-0.467901,1434,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03013,false
0101000020E610000015E3FC4D2844DFBFFD82DDB06D314340,3001751,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",JESÚS MARÍA,CENTRE PRIVAT JESÚS MARÍA,CL,CAMINO DE LAS PARRAS,5,3112,ALACANT VILLAFRANQUEZA,Alacant,965181796,965181762,38.38616,-0.488535,866,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03112,false
0101000020E610000064FF3C0D1824DEBF43739D465A5A4340,3000345,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",JOSÉ ARNAUDA,CENTRE PRIVAT JOSÉ ARNAUDA,CL,PADRE POVEDA,1,3804,ALCOI,Alacant,965330358,965333264,38.70588,-0.470953,1777,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03804,false
0101000020E6100000B96DDFA3FEFAE6BF88687407B11F4340,3004961,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",NUESTRA SEÑORA DEL CARMEN,CENTRE PRIVAT NUESTRA SEÑORA DEL CARMEN,PD,"ALGOROS.CRTA MATOLA, KM. 2",,3296,ELX ALGODA-MATOLA,Alacant,966631355,966636273,38.24759,-0.718139,1573,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03296,false
0101000020E610000036FB03E5B67DE6BF2B7DE882FA224340,3004983,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",LOPE DE VEGA,CENTRE PRIVAT LOPE DE VEGA,CL,RAFAEL SANCHEZ CEVA,8,3206,ELX,Alacant,965462920,965462920,38.27327,-0.702846,508,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03206,false
0101000020E6100000ACC95356D3F5DFBF4FAF9465882B4340,3001234,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN JUAN BAUTISTA,CENTRE PRIVAT SAN JUAN BAUTISTA,CL,SAN AGATANGELO FOGLIETTI,45,3007,ALACANT,Alacant,965100095,965107854,38.3401,-0.499379,1437,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03007,false
0101000020E61000005323F433F5BADDBF03B2D7BB3F2E4340,3000849,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",INMACULADA,CENTRE PRIVAT INMACULADA,AV,DE DÉNIA,92,3016,ALACANT,Alacant,965268144,965156311,38.36132,-0.464536,1407,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03016,false
0101000020E61000002A4B74965904E5BF077767EDB65B4340,3002779,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",FUNDACIÓN RIBERA,CENTRE PRIVAT FUNDACIÓN RIBERA,PZ,AJUNTAMENT,3,3450,BANYERES DE MARIOLA,Alacant,965566565,966567535,38.71652,-0.656781,1780,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03450,false
0101000020E6100000DEB06D516683E5BFC381902C60224340,3017138,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",LA DEVESA,CENTRE PRIVAT LA DEVESA,CL,MALLORCA,6,3203,ELX,Alacant,965458349,965458349,38.26856,-0.67229,2631,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03203,false
0101000020E6100000B6D3D688601CDFBF70B6B9313D2D4340,3001088,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",NUESTRA SEÑORA DEL REMEDIO,CENTRE PRIVAT NUESTRA SEÑORA DEL REMEDIO,PS,DE CAMPOAMOR,4,3010,ALACANT,Alacant,965246990,965257124,38.35343,-0.486107,1816,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03010,false
0101000020E6100000FB9463B2B8FFDABFF0BF95ECD82C4340,3015488,CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES,PLA DE LA VALLONGA,CENTRE PÚBLIC FPA PLA DE LA VALLONGA,CR,MADRID-ALACANT,S/N,3113,ALACANT,Alacant,965918245,965918246,38.35037,-0.421858,2119,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,G,03113,true
0101000020E6100000A5A14621C92CE6BF65DF15C1FF224340,3011094,CONSERVATORI PROFESSIONAL DE MÚSICA,,CONSERVATORI PROFESSIONAL DE MÚSICA,AV,DEL FERROCARRIL,S/N,3202,ELX,Alacant,966912325,966912326,38.27343,-0.692967,956,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,H,03202,true
0101000020E6100000D9A9B9DC60A8C73F9886E12362624340,3015956,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,L'ARENAL,CEIP L'ARENAL,CL,BRUSELAS,S/N,3730,XÀBIA,Alacant,965796814,965796830,38.76862,0.184826,3030,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,AB,03730,true
0101000020E61000002ACAA5F10BAFE4BFB3024356B7824340,46027309,C. DOCEN. PÚB. DE FORMACIÓN BÁSICA DE PER. ADULTAS,MUNICIPAL RAMÓN Y CAJAL,CENTRO FPA MUNICIPAL RAMÓN Y CAJAL,CL,RAMÓN Y CAJAL,18,46820,ANNA,València,962210136,,39.02122,-0.646368,2462,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,G,46820,true
0101000020E61000003E096CCEC1B3E1BFF90FE9B7AFCB4340,46029690,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL DE LA POBLA DE VALLBONA,CENTRE FPA MUNICIPAL DE LA POBLA DE VALLBONA,CL,SENYERA,31,46185,POBLA DE VALLBONA (LA),València,962763216,,39.5913,-0.553193,3157,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,G,46185,true
0101000020E6100000118E59F624B0D5BF5DC47762D6BB4340,46019428,CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES,CENTRO SOCIAL DEL GRAO,CENTRE PÚBLIC FPA CENTRO SOCIAL DEL GRAO,CL,JOSÉ MARÍA HARO,2,46022,VALENCIA,València,963559230,,39.46748,-0.338876,104,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,G,46022,true
0101000020E61000009E2633DE567ADFBF22A64412BDEC4340,12005003,CONSERVATORIO PROFESIONAL DE MÚSICA,ALTO PALANCIA,CONSERVATORIO PROFESIONAL DE MÚSICA ALTO PALANCIA,CL,COMUNIDAD VALENCIANA,S/N,12400,SEGORBE,Castelló,964713271,964713911,39.84952,-0.491842,163,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,H,12400,true
0101000020E6100000F4311F10E84CD7BFD23AAA9A20BA4340,46014224,INSTITUT D'EDUCACIÓ SECUNDÀRIA,FUENTE DE SAN LUIS,IES FUENTE DE SAN LUIS,AV,HERMANOS MARISTAS,25,46013,VALENCIA,València,961206065,961206066,39.45412,-0.364069,1736,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,D,46013,true
0101000020E6100000CF488446B071DABFD218ADA3AAAD4340,46007955,INSTITUT D'EDUCACIÓ SECUNDÀRIA,ENRIC VALOR,IES ENRIC VALOR,CL,AUSIÀS MARCH,S/N,46460,SILLA,València,961206165,961206166,39.35677,-0.413189,1708,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,D,46460,true
0101000020E6100000B43EE5982CEEBFBFACA8C1340C4F4340,3014046,ESCOLA PRIVADA DE MÚSICA,UNIÓN MUSICAL,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL,CL,NOU,36,3530,NUCIA (LA),Alacant,966895159,,38.61756,-0.124728,290,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03530,false
0101000020E6100000F7216FB9FAB1D9BFB67A4E7ADF784340,46029458,ESCOLA PRIVADA DE MÚSICA,DE LA NOVA,ESCOLA PRIVADA DE MÚSICA DE LA NOVA,CL,SANCHIS GUARNER,16,46837,QUATRETONDA,València,,,38.94432,-0.401488,3070,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46837,false
0101000020E6100000B8C2BB5CC477DEBF0D54C6BFCF584340,3000485,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN VICENTE FERRER,CENTRE PRIVAT SAN VICENTE FERRER,PZ,MOSSÉN JOSEP,1,3801,ALCOI,Alacant,965540866,965546063,38.69384,-0.47606,1779,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03801,false
0101000020E6100000D76CE525FF93BFBF64AF777FBC534340,3003449,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",ALMEDIA,CENTRE PRIVAT ALMEDIA,PD,COLOMINA,S/N,3510,CALLOSA D'EN SARRIÀ,Alacant,965881141,965881016,38.65419,-0.123352,755,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03510,false
0101000020E6100000D50792770E65E4BFDEE522BE13234340,3013893,CENTRE DOCENT PRIVAT ESTRANGER,NEWTON COLLEGE,CENTRE ESTRANGER NEWTON COLLEGE,CM,"VELL ELX-ALACANT, KM. 3",,3295,ELX,Alacant,965451428,965451428,38.27404,-0.637336,781,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03295,false
0101000020E61000001B67D311C0CDDABFB988EFC4AC734340,46025350,ESCOLA PRIVADA DE MÚSICA,TRAMUNTANA,ESCOLA PRIVADA DE MÚSICA TRAMUNTANA,CL,ÓSCAR DURICH,36,46840,POBLA DEL DUC (LA),València,,,38.90371,-0.418808,2910,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46840,false
0101000020E61000000627A25F5BBFE9BF452FA3586E3D4340,3010156,INSTITUTO DE EDUCACIÓN SECUNDARIA,MONASTIL,IES MONASTIL,CL,SÉNECA,3,3600,ELDA,Alacant,966957325,966957326,38.47993,-0.804609,1317,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,D,03600,true
0101000020E6100000BD8C62B9A5D5EBBF309E4143FFD84340,46024643,ESCUELA PRIVADA DE MÚSICA,PUERTA DE LA SERRANÍA,ESCUELA PRIVADA DE MÚSICA PUERTA DE LA SERRANÍA,PZ,CONSELL,23,46173,LOSA DEL OBISPO,València,962706101,,39.69529,-0.86983,2962,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46173,false
0101000020E610000086C613419C87D8BF63450DA661BC4340,46019052,CENTRE AUTORITZAT ELEMENTAL DE MÚSICA,AULA DE MÚSICA,CENTRE ELEMENTAL DE MÚSICA AULA DE MÚSICA,CL,MALDONADO,48,46001,VALENCIA,València,963916438,,39.47173,-0.383277,1895,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46001,false
0101000020E610000065C8B1F50CE1D0BFF0F96184F0DC4340,46021526,ESCOLA PRIVADA DE MÚSICA,JOAN GARCES QUERALT,ESCOLA PRIVADA DE MÚSICA JOAN GARCES QUERALT,PZ,ENRIQUE GARCES,9,46512,FAURA,València,962600208,,39.72609,-0.263736,2595,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,46512,false
0101000020E61000004D64E60297C7DBBF8E9257E718984340,46019192,CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES,JAUME I,CENTRE PÚBLIC FPA JAUME I,CL,LES ESCOLES,5,46680,ALGEMESÍ,València,962458030,962458031,39.18826,-0.434057,2531,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,G,46680,true
0101000020E6100000B612BA4BE22CEBBF29B34126190D4340,3013972,ESCUELA PRIVADA DE MÚSICA,ARTE MUSICAL,ESCOLA PRIVADA DE MÚSICA ARTE MUSICAL,CL,RUPERTO CHAPÍ,1,3369,RAFAL,Alacant,966752583,,38.10233,-0.849229,2239,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,H,03369,false
0101000020E6100000E5B33C0FEECED3BFC959D8D30ECF4340,46015356,ESCOLA INFANTIL,LA MILOTXA,EI LA MILOTXA,CL,RAFELBUNYOL,2,46530,PUÇOL,València,961205210,961205211,39.61764,-0.309505,1153,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,A,46530,true
0101000020E6100000E9EE3A1BF2CFB4BFF60B76C3B6F14340,12004813,ESCOLA PÚBLICA DE MÚSICA,PASCUAL RUBERT,E. DE MÚSICA MUNICIPAL PASCUAL RUBERT,PZ,LA MERCÉ,1,12530,BORRIANA,Castelló,964033230,964517305,39.88839,-0.081298,186,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,H,12530,true
0101000020E61000006DE34F54362CE5BF61376C5B94854340,46018618,CONSERVATORIO PROFESIONAL DE MÚSICA,MAESTRO PONCE,CONSERVATORIO PROFESIONAL DE MÚSICA MAESTRO PONCE,AV,DE LA CONSTITUCIÓN,34,46821,CHELLA,València,962220001,962220424,39.04359,-0.661647,2526,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,H,46821,true
0101000020E61000006B9A779CA223D8BFC780ECF5EEBB4340,46012872,INSTITUT D'EDUCACIÓ SECUNDÀRIA,LUIS VIVES,IES LUIS VIVES,CL,SAN PABLO,4,46002,VALENCIA,València,961205945,961205946,39.46823,-0.377175,2428,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,D,46002,true
0101000020E6100000054A0A2C8029D9BF2E56D4601ABE4340,46022257,INSTITUT D'EDUCACIÓ SECUNDÀRIA,CONSELLERIA,IES CONSELLERIA,CL,MONESTIR DE POBLET,S/N,46015,VALENCIA,València,961206100,961206101,39.48518,-0.393158,2222,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,D,46015,true
0101000020E610000032C51C041DADD7BF4B598638D6BD4340,46013062,INSTITUT D'EDUCACIÓ SECUNDÀRIA,BENLLIURE,IES BENLLIURE,CL,CONVENT DE CARMELITES,13,46010,VALENCIA,València,961206135,961206136,39.4831,-0.369941,2547,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,D,46010,true
0101000020E610000041E90B21E7FDDBBFB29DEFA7C6974340,46001199,INSTITUT D'EDUCACIÓ SECUNDÀRIA,SANT VICENT FERRER,IES SANT VICENT FERRER,CL,PARQUE SALVADOR CASTELL,16,46680,ALGEMESÍ,València,962457820,962457821,39.18575,-0.437372,1471,2014-10-03 16:27:18.716891+00,2014-10-04 23:11:22.298364+00,D,46680,true
0101000020E6100000D9B11188D7F5BB3F0F9C33A2B46B4340,3004201,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN JUAN BAUTISTA,CENTRE PRIVAT SAN JUAN BAUTISTA,CL,CANDIDA CARBONELL,4,3700,DÉNIA,Alacant,965780242,965786311,38.84145,0.10922,1663,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03700,false
0101000020E610000032E6AE25E483C0BF6AFB57569A444340,3003073,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",NUESTRA SEÑORA DE LOS DOLORES,CENTRE PRIVAT NUESTRA SEÑORA DE LOS DOLORES,CL,EL PAL,6,3501,BENIDORM,Alacant,965854095,965854095,38.53596,-0.129025,1781,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03501,false
0101000020E6100000037AE1CE8511E0BF8CF84ECC7A2D4340,3011355,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",ALTOZANO,CENTRE PRIVAT ALTOZANO,CL,ISLA DE CORFÚ,2,3005,ALACANT,Alacant,965925666,965924040,38.35531,-0.502139,1402,2014-10-03 16:27:18.716891+00,2014-10-04 23:12:16.36237+00,ABD,03005,false
